date,adjusted,normalized,investment_value
2019-11-12,3091.840087890625,150.22058892432815,150220.58892432816
2019-11-13,3094.0400390625,150.32747606960393,150327.47606960393
2019-11-14,3096.6298828125,150.45330659197495,150453.30659197495
2019-11-15,3120.4599609375,151.61111820845235,151611.11820845236
2019-11-18,3122.030029296875,151.68740177645464,151687.40177645464
2019-11-19,3120.179931640625,151.59751266460248,151597.5126646025
2019-11-20,3108.4599609375,151.02808447583723,151028.08447583724
2019-11-21,3103.5400390625,150.78904444125754,150789.04444125755
2019-11-22,3110.2900390625,151.11700091585357,151117.00091585357
2019-11-25,3133.639892578125,152.25148027012284,152251.48027012285
2019-11-26,3140.52001953125,152.5857591116517,152585.75911165169
2019-11-27,3153.6298828125,153.2227168218968,153222.71682189679
2019-11-29,3140.97998046875,152.60810684017235,152608.10684017235
2019-12-02,3113.8701171875,151.29094310854293,151290.94310854294
2019-12-03,3093.199951171875,150.28665943805427,150286.65943805428
2019-12-04,3112.760009765625,151.2370072690613,151237.00726906132
2019-12-05,3117.429931640625,151.46390076754483,151463.90076754484
2019-12-06,3145.909912109375,152.84763321066993,152847.6332106699
2019-12-09,3135.9599609375,152.36420344641354,152364.20344641354
2019-12-10,3132.52001953125,152.19706995657495,152197.06995657494
2019-12-11,3141.6298828125,152.63968308928168,152639.68308928167
2019-12-12,3168.570068359375,153.94860283400988,153948.6028340099
2019-12-13,3168.800048828125,153.9597766982702,153959.7766982702
2019-12-16,3191.449951171875,155.06024812384058,155060.24812384057
2019-12-17,3192.52001953125,155.11223861965055,155112.23861965057
2019-12-18,3191.139892578125,155.04518357223697,155045.18357223697
2019-12-19,3205.3701171875,155.73657531973325,155736.57531973324
2019-12-20,3221.219970703125,156.50665859111805,156506.65859111806
2019-12-23,3224.010009765625,156.64221583184735,156642.21583184734
2019-12-24,3223.3798828125,156.61160039272218,156611.60039272218
2019-12-26,3239.909912109375,157.41473078282172,157414.73078282172
2019-12-27,3240.02001953125,157.42008047791876,157420.08047791876
2019-12-30,3221.2900390625,156.51006294254344,156510.06294254345
2019-12-31,3230.780029296875,156.97114497827917,156971.14497827916
2020-01-02,3257.85009765625,158.28637522808856,158286.37522808855
2020-01-03,3234.85009765625,157.16889390724293,157168.89390724292
2020-01-06,3246.280029296875,157.7242302162404,157724.2302162404
2020-01-07,3237.179931640625,157.28209155759993,157282.09155759992
2020-01-08,3253.050048828125,158.0531593626722,158053.15936267222
2020-01-09,3274.699951171875,159.105044643858,159105.044643858
2020-01-10,3265.35009765625,158.65077131097303,158650.77131097304
2020-01-13,3288.1298828125,159.7575532416246,159757.5532416246
2020-01-14,3283.14990234375,159.51559519153747,159515.59519153746
2020-01-15,3289.2900390625,159.8139207606958,159813.9207606958
2020-01-16,3316.81005859375,161.15101240310793,161151.01240310792
2020-01-17,3329.6201171875,161.773403759519,161773.403759519
2020-01-21,3320.7900390625,161.3443843088105,161344.3843088105
2020-01-22,3321.75,161.39102510952344,161391.02510952344
2020-01-23,3325.5400390625,161.57516849463732,161575.16849463733
2020-01-24,3295.469970703125,160.11417981167412,160114.1798116741
2020-01-27,3243.6298828125,157.59546981651022,157595.46981651022
2020-01-28,3276.239990234375,159.17986920410652,159179.86920410654
2020-01-29,3273.39990234375,159.04188028378766,159041.88028378767
