date,momentum_index,investment_value
2016-10-03,174.06491981664874,174064.91981664873
2016-10-04,174.20678171909884,174206.78171909883
2016-10-05,175.69757207846848,175697.57207846848
2016-10-06,174.98035988584977,174980.35988584976
2016-10-07,173.57663818069744,173576.63818069745
2016-10-10,174.51247746650526,174512.47746650525
2016-10-11,170.65846363122589,170658.4636312259
2016-10-12,169.7919257729889,169791.92577298888
2016-10-13,168.45472113271413,168454.72113271413
2016-10-14,168.43879614011834,168438.79614011833
2016-10-17,167.11146919059357,167111.46919059358
2016-10-18,171.50324101081318,171503.2410108132
2016-10-19,173.00017009925907,173000.17009925906
2016-10-20,172.984877240569,172984.877240569
2016-10-21,173.75851829026902,173758.518290269
2016-10-24,174.6875051823553,174687.5051823553
2016-10-25,174.20057840630938,174200.5784063094
2016-10-26,171.96888028159404,171968.88028159403
2016-10-27,170.7118296184802,170711.8296184802
2016-10-28,171.6659455293599,171665.94552935992
2016-10-31,171.12780292580575,171127.80292580576
2016-11-01,169.10271884093504,169102.71884093503
2016-11-02,165.1288370365803,165128.8370365803
2016-11-03,165.4290646251855,165429.0646251855
2016-11-04,164.94277387081408,164942.77387081407
2016-11-07,170.9630139737468,170963.0139737468
2016-11-08,175.97866479420009,175978.6647942001
2016-11-09,175.19839479477668,175198.3947947767
2016-11-10,173.2921378323568,173292.1378323568
2016-11-11,173.0464411799806,173046.4411799806
2016-11-14,168.3387057081217,168338.7057081217
2016-11-15,170.3260408822183,170326.0408822183
2016-11-16,171.0876269488478,171087.62694884778
2016-11-17,172.96739869189477,172967.39869189478
2016-11-18,172.53605502856124,172536.05502856124
2016-11-21,173.77325861947935,173773.25861947934
2016-11-22,173.91769304603287,173917.69304603286
2016-11-23,172.70688379778818,172706.88379778818
2016-11-25,175.01710142645194,175017.10142645193
2016-11-28,174.95212099929188,174952.1209992919
2016-11-29,174.7698469242278,174769.8469242278
2016-11-30,173.4616346020296,173461.6346020296
2016-12-01,169.35513692488684,169355.13692488684
2016-12-02,163.96356488534823,163963.56488534823
2016-12-05,166.36964876648366,166369.64876648367
2016-12-06,166.30014120698618,166300.14120698618
2016-12-07,166.98982676284905,166989.82676284906
2016-12-08,167.62543591267183,167625.43591267182
2016-12-09,167.11087005644825,167110.87005644824
2016-12-12,164.5076083439536,164507.6083439536
2016-12-13,165.0235161459657,165023.5161459657
2016-12-14,162.68766763393015,162687.66763393013
2016-12-15,160.51666288069595,160516.66288069595
2016-12-16,159.90600997488488,159906.0099748849
2016-12-19,160.2129276852403,160212.92768524028
2016-12-20,160.68520556956295,160685.20556956294
2016-12-21,159.9481550662978,159948.1550662978
2016-12-22,157.7519410340806,157751.9410340806
2016-12-23,157.74640655263138,157746.40655263138
2016-12-27,159.0589284729,159058.9284729
2016-12-28,157.2179020436342,157217.9020436342
2016-12-29,157.5977636347799,157597.7636347799
2016-12-30,156.35981557135958,156359.81557135956
2017-01-03,156.35981557135958,156359.81557135956
2017-01-04,161.4883941033227,161488.3941033227
2017-01-05,164.4857747164709,164485.77471647089
2017-01-06,167.4128806869085,167412.8806869085
2017-01-09,167.77788116021273,167777.88116021274
2017-01-10,168.01540875140336,168015.40875140336
2017-01-11,176.34407717797575,176344.07717797573
2017-01-12,173.63803148920314,173638.03148920313
2017-01-13,175.0155280055964,175015.5280055964
2017-01-17,175.26239247299088,175262.39247299088
2017-01-18,176.30906822144854,176309.06822144854
2017-01-19,176.3467758408599,176346.7758408599
2017-01-20,176.45107628257702,176451.076282577
2017-01-23,177.23586722376544,177235.86722376544
2017-01-24,178.535758168373,178535.758168373
2017-01-25,183.63608020999507,183636.08020999507
2017-01-26,181.75107821855173,181751.07821855173
2017-01-27,181.7483349318389,181748.3349318389
2017-01-30,178.3679857474646,178367.98574746458
2017-01-31,179.74497622770187,179744.97622770187
2017-02-01,181.4031868472487,181403.1868472487
2017-02-02,181.74100055019957,181741.00055019956
2017-02-03,183.6478363363163,183647.83633631628
2017-02-06,183.95894615610183,183958.94615610183
2017-02-07,184.7611073173497,184761.1073173497
2017-02-08,185.40588505374404,185405.88505374404
2017-02-09,188.21620303600344,188216.20303600343
2017-02-10,188.09384077703913,188093.84077703912
2017-02-13,187.1569647188338,187156.9647188338
2017-02-14,187.92939008543624,187929.39008543623
2017-02-15,191.99721437532338,191997.21437532338
2017-02-16,191.19404789410066,191194.04789410066
2017-02-17,194.22605633512728,194226.05633512727
2017-02-21,195.6455279932271,195645.5279932271
2017-02-22,195.25819534514804,195258.19534514804
2017-02-23,193.8904768842131,193890.47688421307
2017-02-24,195.04096079044797,195040.96079044798
2017-02-27,195.95049557952228,195950.49557952228
2017-02-28,187.67347336851114,187673.47336851113
2017-03-01,189.78107754211945,189781.07754211946
2017-03-02,186.52892098052206,186528.92098052206
2017-03-03,185.65039842244,185650.39842244
2017-03-06,183.86577547060625,183865.77547060626
2017-03-07,184.08721674219922,184087.2167421992
2017-03-08,183.38864903958662,183388.64903958663
2017-03-09,183.90198669606687,183901.98669606686
2017-03-10,185.61381673536613,185613.81673536613
2017-03-13,191.2679970778897,191267.9970778897
2017-03-14,191.3568492155811,191356.84921558108
2017-03-15,192.69987190181163,192699.87190181162
2017-03-16,194.59932026381978,194599.32026381977
2017-03-17,194.31318218960595,194313.18218960596
2017-03-20,194.4825032864848,194482.5032864848
2017-03-21,188.1100839982334,188110.0839982334
2017-03-22,186.26032480466444,186260.32480466444
2017-03-23,187.56274603903861,187562.7460390386
2017-03-24,189.1841167246756,189184.11672467558
2017-03-27,188.73352282860523,188733.52282860523
2017-03-28,188.82578493707084,188825.78493707083
2017-03-29,188.95436384600515,188954.36384600514
2017-03-30,187.57528651098792,187575.28651098793
2017-03-31,189.6338671988814,189633.8671988814
2017-04-03,190.25482842106777,190254.82842106777
2017-04-04,189.6288673526605,189628.8673526605
2017-04-05,189.96470366254718,189964.70366254717
2017-04-06,190.51464485616108,190514.6448561611
2017-04-07,190.23406133227724,190234.06133227723
2017-04-10,190.17781649116537,190177.81649116537
2017-04-11,189.77003481423992,189770.03481423992
2017-04-12,191.45193271367836,191451.93271367837
2017-04-13,192.96694672873312,192966.9467287331
2017-04-17,193.5869174237083,193586.91742370828
2017-04-18,193.4659620202781,193465.96202027812
2017-04-19,195.03026714268557,195030.26714268557
2017-04-20,196.75516735838463,196755.1673583846
2017-04-21,195.7857089177564,195785.70891775642
2017-04-24,198.74591192396983,198745.91192396983
2017-04-25,200.9618945365754,200961.8945365754
2017-04-26,200.26125085819598,200261.25085819597
2017-04-27,201.63604032555114,201636.04032555115
2017-04-28,202.61030748132572,202610.30748132573
2017-05-01,204.62677410744226,204626.77410744227
2017-05-02,204.35027205192713,204350.27205192714
2017-05-03,206.04543239781887,206045.43239781886
2017-05-04,206.75409907441545,206754.09907441546
2017-05-05,208.32270288177085,208322.70288177085
2017-05-08,206.1220473936327,206122.0473936327
2017-05-09,205.99206112221984,205992.06112221983
2017-05-10,207.46475835731002,207464.75835731003
2017-05-11,204.54587786297304,204545.87786297305
2017-05-12,207.50057753794448,207500.57753794448
2017-05-15,213.18758211855254,213187.58211855253
2017-05-16,215.0358228600407,215035.8228600407
2017-05-17,206.9705388861407,206970.5388861407
2017-05-18,209.53955579649624,209539.55579649625
2017-05-19,211.72678298869144,211726.78298869144
2017-05-22,214.92822708694572,214928.22708694573
2017-05-23,213.46365667648274,213463.65667648273
2017-05-24,213.5814576452006,213581.4576452006
2017-05-25,215.01728813735272,215017.28813735273
2017-05-26,215.09991769829895,215099.91769829896
2017-05-30,214.1336038947399,214133.6038947399
