date,momentum_index
2018-02-08,205.21171063436992
2018-02-09,210.19099419846003
2018-02-12,215.6752828331501
2018-02-13,217.5671139717523
2018-02-14,224.89816983489382
2018-02-15,231.6068853396433
2018-02-16,233.55836262975333
2018-02-20,235.80786246411813
2018-02-21,234.4728606078929
2018-02-22,232.3257118942906
2018-02-23,234.54389342773317
2018-02-26,235.9685850414114
2018-02-27,234.122227161414
2018-02-28,230.8220512217045
2018-03-01,225.9702584371516
2018-03-02,231.75513023625075
2018-03-05,234.44279456370526
2018-03-06,236.5556658773287
2018-03-07,237.50722179039929
2018-03-08,237.04493109864035
2018-03-09,243.16660225090172
2018-03-12,245.04407712898558
2018-03-13,244.55777697326974
2018-03-14,247.61737606071426
2018-03-15,245.59814535621982
2018-03-16,247.2417684716724
2018-03-19,242.67827144765752
2018-03-20,245.80524765781504
2018-03-21,245.69128822328008
2018-03-22,242.0744803473426
2018-03-23,236.38645866094794
2018-03-26,243.82261745698693
2018-03-27,239.46941899330295
2018-03-28,237.00114066964755
2018-03-29,241.51237656040652
2018-04-02,236.81655856500853
2018-04-03,238.1580268994843
2018-04-04,240.555559750179
2018-04-05,240.96381591105882
2018-04-06,235.2819180264151
2018-04-09,237.73901907458867
2018-04-10,241.86327958507349
2018-04-11,240.74361767813056
2018-04-12,243.76462806239667
2018-04-13,240.82125538617157
2018-04-16,247.03346539757533
2018-04-17,256.7244652770632
2018-04-18,257.25778260272045
2018-04-19,255.44079238435427
2018-04-20,253.25743524501578
2018-04-23,255.55002145129097
2018-04-24,250.10057616693962
2018-04-25,248.34035981100058
2018-04-26,254.67567682922106
2018-04-27,254.78283639395258
2018-04-30,252.37667081722932
2018-05-01,255.5034107321792
2018-05-02,255.78971022899484
2018-05-03,257.3928049487841
2018-05-04,259.7896527808426
2018-05-07,261.17860779266846
2018-05-08,263.0397731531391
2018-05-09,265.14955310914877
2018-05-10,269.0520334165785
2018-05-11,269.92866202217624
2018-05-14,267.7392433954449
2018-05-15,264.82710007245896
2018-05-16,266.89376293508064
2018-05-17,266.41623020352614
2018-05-18,266.0206216799821
2018-05-21,265.1241257118629
2018-05-22,262.55835332049503
2018-05-23,265.56251940131955
2018-05-24,266.60132104974855
2018-05-25,267.4001086894571
2018-05-29,269.69260867523536
2018-05-30,275.0786393411262
2018-05-31,274.31242008062276
2018-06-01,274.33735951126823
2018-06-04,279.02666692714183
2018-06-05,282.79319792185805
2018-06-06,285.18174805496517
2018-06-07,282.03989621688976
2018-06-08,283.923319878571
2018-06-11,283.8654862033374
2018-06-12,288.12162533782373
2018-06-13,287.1055673370275
2018-06-14,292.9344672752903
2018-06-15,294.61569717287773
2018-06-18,297.72503743341673
2018-06-19,298.65368250233183
2018-06-20,298.1397123661897
2018-06-21,293.08776101591565
2018-06-22,291.1281308320698
2018-06-25,284.0563419358131
2018-06-26,284.1242890073492
2018-06-27,278.6542094808719
2018-06-28,285.1823643366883
2018-06-29,286.344805016878
2018-07-02,286.344805016878
2018-07-03,285.9791897740992
2018-07-05,289.3795283688211
2018-07-06,293.26231257233627
2018-07-09,291.2993530949024
2018-07-10,288.8237679981662
2018-07-11,289.059599828175
2018-07-12,295.0638407807533
2018-07-13,291.4219526596967
2018-07-16,290.0936701944851
2018-07-17,291.73943540901905
2018-07-18,292.04750138425044
2018-07-19,288.35512523944664
2018-07-20,287.445057979154
2018-07-23,288.2699385349335
2018-07-24,287.6042374586566
2018-07-25,293.3283969827321
2018-07-26,293.5967683182379
2018-07-27,288.6894973412095
2018-07-30,279.07038422625203
2018-07-31,280.286903419901
2018-08-01,282.87476443419007
2018-08-02,285.5535381652992
2018-08-03,283.8891129520684
2018-08-06,290.7274642808316
2018-08-07,292.68274517390796
2018-08-08,291.80200701070646
2018-08-09,289.5023083256018
2018-08-10,287.407645522634
2018-08-13,283.9479491069234
2018-08-14,282.74243812790655
2018-08-15,282.3014137123358
2018-08-16,280.9574385915277
2018-08-17,282.9955931553942
2018-08-20,287.3561929679742
2018-08-21,292.4223992925341
2018-08-22,294.5065402152424
2018-08-23,294.3615750885603
2018-08-24,298.9138297507877
2018-08-27,303.2986116259478
2018-08-28,303.1678175297674
2018-08-29,304.3056247168411
2018-08-30,303.09224690031334
